transcript_id	gene_id	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
transcript511	HORVU.RGT_PLANET.PROJ.1HG00005570	0.00	0.00	0.00	0.00	0.00	0.00
transcript515	HORVU.RGT_PLANET.PROJ.1HG00005610	0.00	0.00	0.00	0.00	0.00	0.00
transcript516	HORVU.RGT_PLANET.PROJ.1HG00005620	0.00	0.00	0.00	0.00	0.00	0.00
transcript517	HORVU.RGT_PLANET.PROJ.1HG00005630	0.00	0.00	0.00	0.00	0.00	0.00
transcript518	HORVU.RGT_PLANET.PROJ.1HG00005650	0.00	0.00	0.00	0.00	0.00	0.00
transcript519	HORVU.RGT_PLANET.PROJ.1HG00005660	0.00	0.00	0.00	0.00	0.00	0.00
transcript521	HORVU.RGT_PLANET.PROJ.1HG00005670	0.00	0.00	0.00	0.00	0.00	0.00
transcript524	HORVU.RGT_PLANET.PROJ.1HG00005680	0.00	0.00	0.00	0.00	0.00	0.00
transcript525	HORVU.RGT_PLANET.PROJ.1HG00005700	0.00	0.00	0.00	0.06	0.00	0.00
transcript526	HORVU.RGT_PLANET.PROJ.1HG00005710	0.17	0.08	0.31	0.29	0.44	0.23
transcript527	HORVU.RGT_PLANET.PROJ.1HG00005720	0.98	0.62	0.95	0.68	0.72	0.69
transcript531	HORVU.RGT_PLANET.PROJ.1HG00005740	0.00	0.00	0.00	0.00	0.00	0.00
transcript534	HORVU.RGT_PLANET.PROJ.1HG00005770	0.00	0.00	0.00	0.00	0.00	0.00
transcript539	HORVU.RGT_PLANET.PROJ.1HG00005830	0.00	0.00	0.00	0.00	0.00	0.00
transcript544	HORVU.RGT_PLANET.PROJ.1HG00006100	0.22	0.03	0.17	1.51	1.14	1.94
transcript547	HORVU.RGT_PLANET.PROJ.1HG00006120	0.00	0.00	0.00	0.00	0.00	0.00
transcript550	HORVU.RGT_PLANET.PROJ.1HG00006160	0.00	0.00	0.00	0.00	0.00	0.00
transcript554	HORVU.RGT_PLANET.PROJ.1HG00006210	0.00	0.00	0.00	0.05	0.11	0.10
transcript556	HORVU.RGT_PLANET.PROJ.1HG00006250	0.00	0.00	0.00	0.00	0.00	0.00
transcript557	HORVU.RGT_PLANET.PROJ.1HG00006260	0.00	0.00	0.00	0.00	0.00	0.00
transcript562	HORVU.RGT_PLANET.PROJ.1HG00006320	1.25	1.06	2.03	0.78	0.79	0.83
transcript565	HORVU.RGT_PLANET.PROJ.1HG00006350	0.00	0.00	0.00	0.00	0.00	0.00
transcript566	HORVU.RGT_PLANET.PROJ.1HG00006360	0.00	0.00	0.00	0.00	0.00	0.00
transcript568	HORVU.RGT_PLANET.PROJ.1HG00006370	0.00	0.00	0.00	0.00	0.00	0.00
transcript571	HORVU.RGT_PLANET.PROJ.1HG00006390	0.00	0.00	0.00	0.00	0.00	0.00
transcript572	HORVU.RGT_PLANET.PROJ.1HG00006410	0.00	0.00	0.00	0.00	0.00	0.00
transcript573	HORVU.RGT_PLANET.PROJ.1HG00006420	0.00	0.00	0.00	0.00	0.00	0.00
transcript574	HORVU.RGT_PLANET.PROJ.1HG00006430	0.00	0.00	0.12	0.00	0.00	0.00
transcript583	HORVU.RGT_PLANET.PROJ.1HG00006480	0.00	0.00	0.00	0.00	0.00	0.00
transcript584	HORVU.RGT_PLANET.PROJ.1HG00006490	5.84	5.69	3.76	0.44	0.34	0.53
transcript585	HORVU.RGT_PLANET.PROJ.1HG00006500	0.88	0.61	0.99	0.25	0.20	0.25
transcript586	HORVU.RGT_PLANET.PROJ.1HG00006520	0.00	0.00	0.00	0.00	0.00	0.00
transcript588	HORVU.RGT_PLANET.PROJ.1HG00006530	0.00	0.00	0.00	0.00	0.00	0.00
transcript589	HORVU.RGT_PLANET.PROJ.1HG00006540	0.00	0.00	0.00	0.00	0.00	0.00
transcript590	HORVU.RGT_PLANET.PROJ.1HG00006550	0.00	0.00	0.00	0.00	0.00	0.00
transcript591	HORVU.RGT_PLANET.PROJ.1HG00006560	0.00	0.00	0.00	0.00	0.00	0.00
transcript594	HORVU.RGT_PLANET.PROJ.1HG00006580	0.00	0.00	0.00	0.00	0.00	0.00
transcript595	HORVU.RGT_PLANET.PROJ.1HG00006600	1.06	1.02	1.07	1.62	1.19	1.65
transcript598	HORVU.RGT_PLANET.PROJ.1HG00006650	0.00	0.00	0.00	0.00	0.00	0.00
transcript599	HORVU.RGT_PLANET.PROJ.1HG00006670	2.50	1.64	2.18	0.12	0.06	0.06
transcript600	HORVU.RGT_PLANET.PROJ.1HG00006680	0.00	0.00	0.00	0.00	0.00	0.00
transcript601	HORVU.RGT_PLANET.PROJ.1HG00006690	0.00	0.00	0.00	0.05	0.00	0.00
transcript603	HORVU.RGT_PLANET.PROJ.1HG00006710	0.24	0.00	0.24	0.00	0.00	0.00
transcript606	HORVU.RGT_PLANET.PROJ.1HG00006730	3.64	5.01	9.37	5.12	6.68	1.82
transcript607	HORVU.RGT_PLANET.PROJ.1HG00006740	0.00	0.00	0.00	0.00	0.00	0.00
transcript617	HORVU.RGT_PLANET.PROJ.1HG00006910	0.00	0.00	0.00	0.00	0.00	0.00
transcript618	HORVU.RGT_PLANET.PROJ.1HG00006920	0.00	0.00	0.00	0.00	0.00	0.00
transcript620	HORVU.RGT_PLANET.PROJ.1HG00006940	0.00	0.00	0.00	0.00	0.00	0.00
transcript622	HORVU.RGT_PLANET.PROJ.1HG00006960	0.12	0.99	0.62	0.00	0.25	0.00
transcript625	HORVU.RGT_PLANET.PROJ.1HG00006990	2.91	2.69	4.66	2.25	2.06	1.99
transcript626	HORVU.RGT_PLANET.PROJ.1HG00007000	4.94	3.73	5.84	4.47	3.03	2.81
transcript627	HORVU.RGT_PLANET.PROJ.1HG00007020	0.00	0.00	0.00	0.00	0.00	0.00
transcript628	HORVU.RGT_PLANET.PROJ.1HG00007040	0.00	0.00	0.03	0.00	0.00	0.00
transcript629	HORVU.RGT_PLANET.PROJ.1HG00007080	0.00	0.00	0.00	0.00	0.00	0.00
transcript630	HORVU.RGT_PLANET.PROJ.1HG00007090	0.00	0.00	0.00	0.00	0.00	0.11
transcript631	HORVU.RGT_PLANET.PROJ.1HG00007110	0.00	0.00	0.00	0.00	0.00	0.00
transcript632	HORVU.RGT_PLANET.PROJ.1HG00007120	0.00	0.00	0.00	0.00	0.00	0.00
transcript633	HORVU.RGT_PLANET.PROJ.1HG00007170	0.06	0.03	0.06	0.21	0.11	0.03
transcript635	HORVU.RGT_PLANET.PROJ.1HG00007250	0.00	0.00	0.00	0.00	0.00	0.00
transcript636	HORVU.RGT_PLANET.PROJ.1HG00007300	0.00	0.00	0.00	0.00	0.00	0.00
transcript638	HORVU.RGT_PLANET.PROJ.1HG00007310	0.00	0.00	0.00	0.00	0.00	0.00
transcript639	HORVU.RGT_PLANET.PROJ.1HG00007370	0.00	0.00	0.00	0.00	0.00	0.00
transcript642	HORVU.RGT_PLANET.PROJ.1HG00007410	0.00	0.00	0.00	0.00	0.00	0.00
transcript648	HORVU.RGT_PLANET.PROJ.1HG00007470	0.00	0.00	0.00	0.00	0.00	0.00
transcript649	HORVU.RGT_PLANET.PROJ.1HG00007480	0.00	0.00	0.00	0.00	0.00	0.00
transcript650	HORVU.RGT_PLANET.PROJ.1HG00007510	0.00	0.00	0.00	0.00	0.00	0.00
transcript651	HORVU.RGT_PLANET.PROJ.1HG00007520	0.00	0.00	0.00	0.00	0.00	0.00
transcript655	HORVU.RGT_PLANET.PROJ.1HG00007560	0.00	0.00	0.00	0.00	0.00	0.00
transcript656	HORVU.RGT_PLANET.PROJ.1HG00007570	0.00	0.00	0.00	0.00	0.00	0.00
transcript657	HORVU.RGT_PLANET.PROJ.1HG00007580	0.00	0.00	0.00	0.00	0.00	0.00
transcript659	HORVU.RGT_PLANET.PROJ.1HG00007590	0.00	0.00	0.00	0.00	0.00	0.00
transcript660	HORVU.RGT_PLANET.PROJ.1HG00007600	0.00	0.00	0.00	0.00	0.00	0.00
transcript661	HORVU.RGT_PLANET.PROJ.1HG00007610	0.00	0.00	0.00	0.00	0.00	0.00
transcript663	HORVU.RGT_PLANET.PROJ.1HG00007640	0.00	0.00	0.00	0.00	0.00	0.00
transcript664	HORVU.RGT_PLANET.PROJ.1HG00007650	0.00	0.00	0.00	0.00	0.00	0.00
transcript665	HORVU.RGT_PLANET.PROJ.1HG00007660	2.36	0.49	1.18	3.10	2.33	2.17
transcript668	HORVU.RGT_PLANET.PROJ.1HG00007720	0.00	0.00	0.00	0.00	0.00	0.00
transcript673	HORVU.RGT_PLANET.PROJ.1HG00007800	0.00	0.00	0.00	0.00	0.00	0.00
transcript674	HORVU.RGT_PLANET.PROJ.1HG00007810	0.00	0.00	0.00	0.00	0.00	0.00
transcript678	HORVU.RGT_PLANET.PROJ.1HG00007870	2.01	0.00	0.00	0.00	1.86	1.82
transcript679	HORVU.RGT_PLANET.PROJ.1HG00007880	0.00	0.00	0.00	0.00	0.00	0.00
transcript681	HORVU.RGT_PLANET.PROJ.1HG00007920	0.00	0.00	0.00	0.00	0.00	0.00
transcript684	HORVU.RGT_PLANET.PROJ.1HG00007960	0.05	0.00	0.10	0.00	0.05	0.00
transcript686	HORVU.RGT_PLANET.PROJ.1HG00007990	0.00	0.00	0.00	0.00	0.00	0.00
transcript687	HORVU.RGT_PLANET.PROJ.1HG00008000	0.00	0.00	0.00	0.00	0.00	0.00
transcript691	HORVU.RGT_PLANET.PROJ.1HG00008040	0.00	0.00	0.00	0.00	0.00	0.00
transcript695	HORVU.RGT_PLANET.PROJ.1HG00008110	0.02	0.00	0.06	0.04	0.01	0.03
transcript706	HORVU.RGT_PLANET.PROJ.1HG00008250	1.64	1.15	3.19	0.87	0.72	0.35
transcript707	HORVU.RGT_PLANET.PROJ.1HG00008260	0.00	0.00	0.00	0.00	0.00	0.00
transcript708	HORVU.RGT_PLANET.PROJ.1HG00008280	0.00	0.00	0.00	0.00	0.00	0.00
transcript709	HORVU.RGT_PLANET.PROJ.1HG00008290	0.00	0.00	0.00	0.00	0.00	0.00
transcript710	HORVU.RGT_PLANET.PROJ.1HG00008310	0.00	0.00	0.00	0.00	0.00	0.00
transcript711	HORVU.RGT_PLANET.PROJ.1HG00008320	0.02	0.00	0.02	0.00	0.00	0.00
transcript713	HORVU.RGT_PLANET.PROJ.1HG00008340	0.00	0.00	0.00	0.00	0.00	0.00
transcript714	HORVU.RGT_PLANET.PROJ.1HG00008350	0.00	0.00	0.00	0.00	0.00	0.00
transcript716	HORVU.RGT_PLANET.PROJ.1HG00008360	0.00	0.00	0.00	0.02	0.02	0.02
transcript717	HORVU.RGT_PLANET.PROJ.1HG00008380	0.00	0.00	0.00	0.00	0.00	0.00
transcript719	HORVU.RGT_PLANET.PROJ.1HG00008390	0.00	0.00	0.00	0.00	0.00	0.00
transcript721	HORVU.RGT_PLANET.PROJ.1HG00008420	0.00	0.00	0.00	0.00	0.00	0.00
transcript723	HORVU.RGT_PLANET.PROJ.1HG00008430	0.00	0.03	0.00	0.00	0.00	0.08
transcript724	HORVU.RGT_PLANET.PROJ.1HG00008440	0.00	0.00	0.00	0.00	0.00	0.00
transcript726	HORVU.RGT_PLANET.PROJ.1HG00008460	0.32	0.67	0.08	0.07	0.05	0.04
transcript727	HORVU.RGT_PLANET.PROJ.1HG00008470	0.00	0.44	0.38	0.00	0.00	0.00
transcript728	HORVU.RGT_PLANET.PROJ.1HG00008480	2.02	1.64	1.76	0.26	0.38	0.30
transcript729	HORVU.RGT_PLANET.PROJ.1HG00008490	0.00	0.00	0.00	0.00	0.00	0.00
transcript730	HORVU.RGT_PLANET.PROJ.1HG00008500	0.00	0.00	0.00	0.00	0.00	0.00
transcript734	HORVU.RGT_PLANET.PROJ.1HG00008530	0.13	0.00	0.00	0.00	0.00	0.00
transcript735	HORVU.RGT_PLANET.PROJ.1HG00008540	0.00	0.00	0.00	0.00	0.00	0.00
transcript736	HORVU.RGT_PLANET.PROJ.1HG00008550	0.00	0.00	0.00	0.00	0.00	0.00
transcript738	HORVU.RGT_PLANET.PROJ.1HG00008560	0.00	0.00	0.00	0.00	0.00	0.00
transcript740	HORVU.RGT_PLANET.PROJ.1HG00008580	0.00	0.00	0.00	0.00	0.00	0.00
transcript747	HORVU.RGT_PLANET.PROJ.1HG00008630	0.00	0.00	0.00	0.00	0.00	0.00
transcript748	HORVU.RGT_PLANET.PROJ.1HG00008640	0.00	0.00	0.00	0.00	0.00	0.00
transcript749	HORVU.RGT_PLANET.PROJ.1HG00008650	0.00	0.00	0.00	0.00	0.00	0.00
transcript752	HORVU.RGT_PLANET.PROJ.1HG00008670	0.00	0.00	0.00	0.00	0.00	0.00
transcript756	HORVU.RGT_PLANET.PROJ.1HG00008700	0.00	0.00	0.00	0.00	0.00	0.00
transcript757	HORVU.RGT_PLANET.PROJ.1HG00008710	0.00	0.00	0.00	0.00	0.00	0.00
transcript759	HORVU.RGT_PLANET.PROJ.1HG00008740	0.00	0.00	0.00	0.00	0.00	0.00
transcript760	HORVU.RGT_PLANET.PROJ.1HG00008760	0.00	0.00	0.00	0.00	0.00	0.00
transcript762	HORVU.RGT_PLANET.PROJ.1HG00008780	0.00	0.00	0.00	0.00	0.00	0.00
transcript763	HORVU.RGT_PLANET.PROJ.1HG00008790	0.00	0.00	0.00	0.00	0.00	0.00
transcript767	HORVU.RGT_PLANET.PROJ.1HG00008870	0.00	0.00	0.00	0.00	0.00	0.00
transcript770	HORVU.RGT_PLANET.PROJ.1HG00008900	0.07	0.07	0.00	0.02	0.04	0.10
transcript771	HORVU.RGT_PLANET.PROJ.1HG00008910	0.00	0.00	0.00	0.00	0.00	0.00
transcript775	HORVU.RGT_PLANET.PROJ.1HG00008920	1.05	0.00	1.05	0.00	0.00	0.53
transcript777	HORVU.RGT_PLANET.PROJ.1HG00008980	0.00	0.00	0.00	0.00	0.00	0.00
transcript779	HORVU.RGT_PLANET.PROJ.1HG00009000	0.00	0.00	0.00	0.00	0.00	0.00
transcript781	HORVU.RGT_PLANET.PROJ.1HG00009010	0.00	0.00	0.00	0.00	0.00	0.00
transcript783	HORVU.RGT_PLANET.PROJ.1HG00009040	1.22	0.85	1.25	0.59	0.31	0.71
transcript784	HORVU.RGT_PLANET.PROJ.1HG00009050	0.00	0.00	0.00	0.00	0.00	0.00
transcript786	HORVU.RGT_PLANET.PROJ.1HG00009100	0.00	0.00	0.00	0.00	0.00	0.00
transcript787	HORVU.RGT_PLANET.PROJ.1HG00009130	0.00	0.00	0.00	0.00	0.00	0.00
transcript790	HORVU.RGT_PLANET.PROJ.1HG00009160	0.00	0.00	0.00	0.00	0.00	0.00
transcript791	HORVU.RGT_PLANET.PROJ.1HG00009200	0.00	0.00	0.00	0.00	0.00	0.00
transcript794	HORVU.RGT_PLANET.PROJ.1HG00009230	0.06	0.02	0.00	1.21	1.61	1.14
transcript795	HORVU.RGT_PLANET.PROJ.1HG00009240	0.00	0.00	0.00	0.00	0.00	0.00
transcript801	HORVU.RGT_PLANET.PROJ.1HG00009350	0.00	0.00	0.00	0.00	0.00	0.00
transcript802	HORVU.RGT_PLANET.PROJ.1HG00009370	0.00	0.00	0.00	0.00	0.00	0.00
transcript804	HORVU.RGT_PLANET.PROJ.1HG00009390	0.00	0.00	0.00	0.00	0.00	0.00
transcript805	HORVU.RGT_PLANET.PROJ.1HG00009400	0.00	0.00	0.00	0.00	0.00	0.00
transcript806	HORVU.RGT_PLANET.PROJ.1HG00009420	3.31	3.14	3.14	2.44	1.70	2.42
transcript807	HORVU.RGT_PLANET.PROJ.1HG00009430	0.44	0.56	0.17	0.72	0.92	1.32
transcript808	HORVU.RGT_PLANET.PROJ.1HG00009440	0.00	0.00	0.00	0.00	0.00	0.00
transcript810	HORVU.RGT_PLANET.PROJ.1HG00009460	0.00	0.00	0.00	0.00	0.00	0.00
transcript811	HORVU.RGT_PLANET.PROJ.1HG00009470	0.00	0.00	0.00	0.00	0.00	0.00
transcript815	HORVU.RGT_PLANET.PROJ.1HG00009520	0.00	0.00	0.00	0.00	0.00	0.00
transcript818	HORVU.RGT_PLANET.PROJ.1HG00009550	0.00	0.00	0.00	0.00	0.00	0.00
transcript819	HORVU.RGT_PLANET.PROJ.1HG00009560	0.00	0.00	0.00	0.00	0.00	0.00
transcript820	HORVU.RGT_PLANET.PROJ.1HG00009570	0.00	0.00	0.00	0.00	0.00	0.00
transcript822	HORVU.RGT_PLANET.PROJ.1HG00009590	0.00	0.00	0.00	0.00	0.00	0.00
transcript824	HORVU.RGT_PLANET.PROJ.1HG00009620	1.37	1.72	2.20	0.78	0.14	1.08
transcript837	HORVU.RGT_PLANET.PROJ.1HG00009780	0.00	0.00	0.00	0.00	0.00	0.00
transcript838	HORVU.RGT_PLANET.PROJ.1HG00009800	0.00	0.00	0.00	0.00	0.00	0.00
transcript839	HORVU.RGT_PLANET.PROJ.1HG00009820	0.00	0.00	0.00	0.00	0.00	0.00
transcript840	HORVU.RGT_PLANET.PROJ.1HG00009830	0.00	0.00	0.00	0.00	0.00	0.00
transcript843	HORVU.RGT_PLANET.PROJ.1HG00009880	0.00	0.00	0.00	0.00	0.00	0.00
transcript846	HORVU.RGT_PLANET.PROJ.1HG00009890	0.00	0.00	0.00	0.00	0.00	0.00
transcript849	HORVU.RGT_PLANET.PROJ.1HG00009900	0.00	0.00	0.00	0.00	0.00	0.00
transcript850	HORVU.RGT_PLANET.PROJ.1HG00009910	0.00	0.00	0.00	0.00	0.00	0.00
transcript854	HORVU.RGT_PLANET.PROJ.1HG00009930	0.00	0.00	0.00	0.00	0.00	0.00
transcript857	HORVU.RGT_PLANET.PROJ.1HG00009940	0.00	0.00	0.00	0.00	0.00	0.00
transcript858	HORVU.RGT_PLANET.PROJ.1HG00009950	0.00	0.00	0.00	0.00	0.00	0.00
transcript862	HORVU.RGT_PLANET.PROJ.1HG00009970	0.00	0.00	0.00	0.00	0.00	0.00
transcript864	HORVU.RGT_PLANET.PROJ.1HG00009980	0.00	0.00	0.00	0.00	0.00	0.00
transcript866	HORVU.RGT_PLANET.PROJ.1HG00010010	0.00	0.00	0.00	0.00	0.00	0.00
transcript867	HORVU.RGT_PLANET.PROJ.1HG00010020	0.00	0.00	0.00	0.00	0.00	0.00
transcript870	HORVU.RGT_PLANET.PROJ.1HG00010070	0.00	0.00	0.00	0.00	0.00	0.00
transcript872	HORVU.RGT_PLANET.PROJ.1HG00010120	0.00	0.00	0.00	0.00	0.00	0.00
transcript874	HORVU.RGT_PLANET.PROJ.1HG00010160	0.00	0.00	0.00	0.00	0.00	0.00
transcript876	HORVU.RGT_PLANET.PROJ.1HG00010170	0.00	0.00	0.00	0.00	0.00	0.00
transcript877	HORVU.RGT_PLANET.PROJ.1HG00010180	7.87	5.63	9.43	5.54	3.67	4.00
transcript878	HORVU.RGT_PLANET.PROJ.1HG00010190	0.00	0.00	0.00	0.00	0.00	0.00
transcript879	HORVU.RGT_PLANET.PROJ.1HG00010200	0.00	0.00	0.00	0.00	0.00	0.00
transcript881	HORVU.RGT_PLANET.PROJ.1HG00010250	0.00	0.00	0.00	0.00	0.00	0.00
transcript890	HORVU.RGT_PLANET.PROJ.1HG00010290	0.00	0.00	0.00	0.00	0.00	0.00
transcript891	HORVU.RGT_PLANET.PROJ.1HG00010300	0.00	0.00	0.00	0.00	0.00	0.00
transcript892	HORVU.RGT_PLANET.PROJ.1HG00010310	0.00	0.00	0.00	0.00	0.00	0.00
transcript894	HORVU.RGT_PLANET.PROJ.1HG00010320	0.00	0.00	0.00	0.00	0.00	0.00
transcript905	HORVU.RGT_PLANET.PROJ.1HG00010440	0.00	0.00	0.00	0.24	0.00	0.00
transcript906	HORVU.RGT_PLANET.PROJ.1HG00010470	0.00	0.00	0.00	0.00	0.00	0.00
transcript909	HORVU.RGT_PLANET.PROJ.1HG00010500	0.00	0.00	0.00	0.00	0.00	0.00
transcript910	HORVU.RGT_PLANET.PROJ.1HG00010510	0.00	0.00	0.00	0.00	0.00	0.00
transcript913	HORVU.RGT_PLANET.PROJ.1HG00010530	0.00	0.00	0.00	0.00	0.00	0.00
transcript915	HORVU.RGT_PLANET.PROJ.1HG00010540	5.39	6.23	7.20	1.93	1.17	1.39
transcript916	HORVU.RGT_PLANET.PROJ.1HG00010550	0.01	0.01	0.00	0.00	0.00	0.00
transcript918	HORVU.RGT_PLANET.PROJ.1HG00010570	0.00	0.00	0.00	0.00	0.00	0.00
transcript920	HORVU.RGT_PLANET.PROJ.1HG00010590	0.00	0.00	0.00	0.00	0.00	0.00
transcript925	HORVU.RGT_PLANET.PROJ.1HG00010630	0.00	0.00	0.00	0.00	0.00	0.00
transcript929	HORVU.RGT_PLANET.PROJ.1HG00010720	0.00	0.00	0.00	0.00	0.00	0.00
transcript931	HORVU.RGT_PLANET.PROJ.1HG00010730	0.00	0.00	0.00	0.07	0.14	0.00
transcript933	HORVU.RGT_PLANET.PROJ.1HG00010740	0.07	0.00	0.00	0.07	0.15	0.00
transcript934	HORVU.RGT_PLANET.PROJ.1HG00010750	0.00	0.00	0.00	0.00	0.00	0.00
transcript937	HORVU.RGT_PLANET.PROJ.1HG00010820	0.00	0.00	0.00	0.00	0.00	0.00
transcript938	HORVU.RGT_PLANET.PROJ.1HG00010830	0.00	0.00	0.00	0.00	0.00	0.00
transcript939	HORVU.RGT_PLANET.PROJ.1HG00010840	0.00	0.00	0.00	0.00	0.00	0.00
transcript940	HORVU.RGT_PLANET.PROJ.1HG00010860	7.27	5.08	5.81	5.32	3.16	3.95
transcript941	HORVU.RGT_PLANET.PROJ.1HG00010870	0.00	0.00	0.00	0.00	0.00	0.00
transcript942	HORVU.RGT_PLANET.PROJ.1HG00010880	0.00	0.00	0.00	0.00	0.00	0.00
transcript944	HORVU.RGT_PLANET.PROJ.1HG00010900	0.00	0.00	0.00	0.00	0.00	0.00
transcript948	HORVU.RGT_PLANET.PROJ.1HG00010920	6.05	10.10	7.16	1.47	1.48	1.21
transcript951	HORVU.RGT_PLANET.PROJ.1HG00010980	0.00	0.00	0.00	0.00	0.00	0.00
transcript953	HORVU.RGT_PLANET.PROJ.1HG00011000	0.00	0.00	0.00	0.00	0.00	0.00
transcript960	HORVU.RGT_PLANET.PROJ.1HG00011060	15.41	11.27	7.95	9.27	5.34	5.18
transcript965	HORVU.RGT_PLANET.PROJ.1HG00011100	0.00	0.00	0.00	0.00	0.00	0.00
transcript966	HORVU.RGT_PLANET.PROJ.1HG00011100	0.00	0.00	0.00	0.00	0.00	0.00
transcript967	HORVU.RGT_PLANET.PROJ.1HG00011110	0.00	0.00	0.00	0.00	0.00	0.00
transcript968	HORVU.RGT_PLANET.PROJ.1HG00011120	0.00	0.00	0.00	0.00	0.00	0.00
transcript972	HORVU.RGT_PLANET.PROJ.1HG00011240	0.00	0.00	0.00	0.00	0.00	0.00
transcript973	HORVU.RGT_PLANET.PROJ.1HG00011250	0.00	0.00	0.00	0.00	0.00	0.00
transcript974	HORVU.RGT_PLANET.PROJ.1HG00011260	0.00	0.00	0.00	0.00	0.00	0.00
transcript979	HORVU.RGT_PLANET.PROJ.1HG00011300	0.00	0.00	0.00	0.00	0.00	0.00
transcript983	HORVU.RGT_PLANET.PROJ.1HG00011340	0.00	0.00	0.00	0.00	0.00	0.00
transcript984	HORVU.RGT_PLANET.PROJ.1HG00011350	0.00	0.00	0.00	0.00	0.00	0.00
transcript993	HORVU.RGT_PLANET.PROJ.1HG00011500	0.00	0.00	0.00	0.00	0.00	0.00
transcript998	HORVU.RGT_PLANET.PROJ.1HG00011560	0.00	0.00	0.00	0.00	0.00	0.00
transcript1000	HORVU.RGT_PLANET.PROJ.1HG00011580	0.00	0.00	0.00	0.00	0.00	0.00
transcript1002	HORVU.RGT_PLANET.PROJ.1HG00011600	0.00	0.00	0.00	0.00	0.09	0.52
transcript1005	HORVU.RGT_PLANET.PROJ.1HG00011620	0.00	0.00	0.00	0.00	0.00	0.00
transcript1009	HORVU.RGT_PLANET.PROJ.1HG00011680	0.00	0.00	0.00	0.00	0.00	0.00
transcript1010	HORVU.RGT_PLANET.PROJ.1HG00011690	0.00	0.00	0.00	0.00	0.00	0.00
transcript1011	HORVU.RGT_PLANET.PROJ.1HG00011700	0.00	0.00	0.00	0.00	0.00	0.00
transcript1012	HORVU.RGT_PLANET.PROJ.1HG00011710	0.00	0.00	0.00	0.00	0.00	0.00
transcript1013	HORVU.RGT_PLANET.PROJ.1HG00011730	20.44	18.80	21.19	10.32	4.42	8.48
transcript1016	HORVU.RGT_PLANET.PROJ.1HG00011760	0.00	0.13	0.00	0.03	0.03	0.05
transcript1017	HORVU.RGT_PLANET.PROJ.1HG00011790	0.00	0.00	0.00	0.00	0.05	0.00
transcript1018	HORVU.RGT_PLANET.PROJ.1HG00011800	0.34	0.05	0.34	0.10	0.14	0.20
transcript1023	HORVU.RGT_PLANET.PROJ.1HG00011850	0.00	0.00	0.00	0.00	0.00	0.00
transcript1027	HORVU.RGT_PLANET.PROJ.1HG00011880	0.00	0.00	0.00	0.00	0.00	0.00
transcript1028	HORVU.RGT_PLANET.PROJ.1HG00011890	0.00	0.00	0.00	0.00	0.00	0.00
transcript1029	HORVU.RGT_PLANET.PROJ.1HG00011910	0.00	0.00	0.00	0.00	0.00	0.00
transcript1030	HORVU.RGT_PLANET.PROJ.1HG00011920	0.57	0.70	1.05	0.17	0.25	0.07
transcript1032	HORVU.RGT_PLANET.PROJ.1HG00011940	0.95	0.73	1.40	0.98	0.92	0.84
transcript1033	HORVU.RGT_PLANET.PROJ.1HG00011950	0.22	0.13	0.30	0.24	0.51	0.35
transcript1034	HORVU.RGT_PLANET.PROJ.1HG00011970	0.00	0.00	0.00	0.00	0.00	0.00
transcript1035	HORVU.RGT_PLANET.PROJ.1HG00011970	0.00	0.00	0.00	0.00	0.00	0.00
transcript1036	HORVU.RGT_PLANET.PROJ.1HG00011980	0.00	0.00	0.00	0.00	0.00	0.00
transcript1038	HORVU.RGT_PLANET.PROJ.1HG00012010	0.00	0.00	0.00	0.00	0.00	0.00
transcript1039	HORVU.RGT_PLANET.PROJ.1HG00012020	0.00	0.00	0.00	0.00	0.00	0.00
transcript1040	HORVU.RGT_PLANET.PROJ.1HG00012030	0.00	0.00	0.00	0.00	0.00	0.00
transcript1041	HORVU.RGT_PLANET.PROJ.1HG00012040	0.00	0.00	0.00	0.00	0.00	0.00
transcript1042	HORVU.RGT_PLANET.PROJ.1HG00012050	0.00	0.00	0.00	0.00	0.00	0.00
transcript1043	HORVU.RGT_PLANET.PROJ.1HG00012060	0.00	0.00	0.00	0.00	0.00	0.00
transcript1047	HORVU.RGT_PLANET.PROJ.1HG00012080	0.00	0.00	0.00	0.00	0.00	0.00
transcript1048	HORVU.RGT_PLANET.PROJ.1HG00012090	0.00	0.00	0.00	0.00	0.00	0.00
transcript1049	HORVU.RGT_PLANET.PROJ.1HG00012100	0.00	0.00	0.00	0.00	0.00	0.00
transcript1051	HORVU.RGT_PLANET.PROJ.1HG00012120	0.00	0.00	0.00	0.00	0.00	0.00
transcript1052	HORVU.RGT_PLANET.PROJ.1HG00012130	0.00	0.00	0.00	0.00	0.00	0.00
transcript1053	HORVU.RGT_PLANET.PROJ.1HG00012140	0.00	0.00	0.00	0.00	0.00	0.00
transcript1055	HORVU.RGT_PLANET.PROJ.1HG00012170	0.00	0.00	0.00	0.00	0.00	0.00
transcript1056	HORVU.RGT_PLANET.PROJ.1HG00012180	0.00	0.00	0.00	0.00	0.00	0.00
transcript1057	HORVU.RGT_PLANET.PROJ.1HG00012190	0.00	0.00	0.00	0.00	0.00	0.00
transcript1058	HORVU.RGT_PLANET.PROJ.1HG00012200	0.00	0.00	0.00	0.00	0.00	0.00
